lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,usr
43,48,5537,438,394,2.4,2,304814,237643,0,0,0,0,0,4.8,4.8,183.8,210.8,4,2487,1645728,76
8,7,4561,204,127,0.2,0.2,68904,64251,1.2,1.8,1.6,0,0.2,8.78,10.98,21.36,69.66,2.5,574,1004773,86
6,1,4010,486,243,1.6,0.8,433441,19761,0,0,0,0,0.2,0.4,0.6,98.2,194.6,5.6,2238,1370315,83
5,0,1184,110,41,4.8,4.8,134210,80919,0,0,0,0,0,0.8,1.2,238.2,443,3.6,1366,1756885,87
1,0,1253,47,47,0.4,0.4,29848,18075,1,7.2,23,37,0,1,1.4,32.4,66.6,3.2,159,1713203,96
0,0,303,116,30,0.2,0.2,22296,10299,0,0,0,0,0,3,6,15.8,16.8,1,5245,1856600,98
7,2,2536,229,184,4.2,1.2,125918,20744,0,0,0,0,0,0,0,202,287,1.4,8331,1864683,87
17,6,3577,316,238,3,1.2,217323,49595,0,0,0,0,0,5.6,5.8,154.8,263.2,3.6,879,974328,84
47,36,1401,140,112,1.79,3.17,113759,41443,2.98,11.31,16.07,17.86,2.18,10.71,10.71,160.52,279.96,2,269,982138,90
37,52,2114,213,122,0.4,0.4,51742,61601,10.6,43.8,59,79.6,2.2,63.4,67.8,33.2,123.4,3,157,1102712,92
23,7,1277,149,121,1.2,1.8,22772,19460,0,0,0,0,0,0,0,79.8,131.4,2.8,670,977107,92
3,0,917,74,268,0.6,1.2,80639,66461,0,0,0,0,0,0.4,0.4,58.6,71.2,1.8,1718,1816878,88
14,4,1954,130,114,6.19,17.76,80423,44906,2.79,9.38,18.16,52.3,1.4,10.78,12.97,250.9,481.44,3,148,1088251,78
15,2,2374,132,121,0.4,0.8,30493,41061,11.42,29.26,57.11,164.73,0.4,15.83,26.45,55.11,184.37,3,150,1018368,91
6,1,1390,78,95,0.2,0.2,30162,17666,2,10.2,42.8,98.6,0,11.2,40.2,16,37,1.5,132,1055062,89
0,0,1939,108,92,0.2,0.2,11959,114457,0,0,0,0,0,0,0,17.6,17,3.2,545,1643384,93
3,2,501,94,102,0.2,0.2,56336,70980,9,17.2,18.4,15.4,2.8,0,0,19.2,22.8,2.6,159,1712456,97
23,34,1857,103,88,0.2,0.2,3525,44989,0,0,0,0,0,0,0,15.4,17,2.4,3387,1657034,97
6,2,1456,106,64,0.6,2.2,110222,27276,0,0,0,0,0.6,3.4,5.4,65.8,141.6,1,356,1021286,92
22,33,1157,59,50,0.2,0.2,87024,13503,0,0,0,0,0,0,0,22.2,17.2,1.6,953,1760301,92
2,1,2834,164,134,0.2,0.2,120572,50152,0,0,0,0,0,3.8,7.4,13,23.8,3.4,3404,1551894,93
74,100,4606,831,206,2.79,3.99,1379703,54436,0.4,0.6,0.6,0,2,3.59,3.79,231.14,405.39,1,425,1014860,78
6,1,2650,190,129,0.6,0.6,121239,67627,4.2,7.8,17.8,41.4,0.4,6.2,8.8,42.4,109,4.6,276,1504933,77
12,11,1150,120,81,1,2.4,74466,22798,0,0,0,0,0,7.6,9.6,108,191,2,895,1016090,90
4,2,2764,146,145,0.2,0.2,5556,30468,0,0,0,0,0,0.8,0.8,27.2,34.6,1.6,553,977181,94
19,13,2317,340,164,5.6,17.2,946400,24496,0,0,0,0,0,7.4,9.2,201,368.6,3,705,1098512,78
1,1,233,17,36,0.2,0.2,7626,33913,0,0,0,0,0,0,0,15.97,16.77,1,9203,1863840,98
9,6,1408,147,111,0.8,0.8,94565,20446,0,0,0,0,0,6.8,6.8,41.2,100.4,1.4,1994,969677,92
9,4,4370,122,115,2.8,8,153788,121639,0,0,0,0,0,0.6,0.6,238.4,294.8,2.6,551,1536366,81
1,1,353,154,41,0.2,0.2,263443,245749,0,0,0,0,0,0.4,0.6,15.6,16.8,2.2,5757,1834560,98
2,0,3953,356,135,0.2,0.4,311951,205296,14.4,27.4,27.2,0,0,1,1.2,102.2,46,2.4,762,1547232,86
3,1,2494,115,124,0.2,0.4,7864,20509,0.2,0.2,0.2,0,0.2,1,1,23.2,32.4,2,1095,1719574,94
41,56,1349,84,55,1.19,4.97,110507,21563,0.6,0.8,0.8,0,2.58,1.19,1.19,68.39,127.44,1,181,1018360,91
18,16,4364,331,233,0.4,2,149096,201763,0,0,0,0,0,7.2,13,37.4,56.6,3.4,3910,1340325,91
6,1,5226,473,353,4.2,1.2,148787,53090,5.6,8.4,8,0,0.4,1.8,2.4,201,327.4,5,233,1136888,77
4,1,2439,183,114,0.6,0.6,171077,108093,0,0,0,0,0.2,0.4,0.4,46.4,83,2.4,2113,1539048,93
38,28,3514,87,70,2,2.8,33738,46921,0,0,0,0,0,0.2,0.2,174.2,183.4,2.2,3372,1657336,87
35,34,331,58,48,0.2,0.2,22293,29719,0,0,0,0,0,0,0,15.6,16.8,1.2,1812,1763360,97
21,27,227,25,26,0.2,0.2,7626,4544,0,0,0,0,0,0,0,18.76,22.16,1,7373,1862322,96
2,0,2612,226,119,0.4,1.2,166206,51370,0,0,0,0,0,12,12.2,51.2,206.8,4.8,7187,1406219,89
19,14,3750,288,141,1.8,3.6,236686,96856,0,0,0,0,0.2,7.8,11.4,105.8,199.2,1.5,557,1016558,82
24,21,1833,114,94,0.6,0.4,180856,37117,0,0,0,0,0,33.4,41.2,75.4,139.8,3.2,6754,1404261,88
42,9,6663,186,86,7.6,21.8,284749,160378,7.4,8.2,13.4,10.8,7,3.8,5.8,546,688.8,5.6,198,1538224,64
7,1,4102,396,179,2.2,6.19,1173991,69739,5.39,19.96,43.11,55.49,0.2,21.56,27.15,119.16,271.06,3.2,141,1079395,79
121,92,2108,256,194,6.8,20.8,377607,105842,9,20.8,38.4,48.8,5.6,7.6,12.6,210.4,433.8,184,76,23,0
6,2,2029,93,83,0.6,0.6,93053,46509,1.6,3.2,3.2,0,0.8,0.8,1.2,40.8,89.4,5,363,1521069,94
27,18,3714,220,99,2.8,7,460247,29730,2,17.6,44,96.2,0,50.8,84.8,175.8,274.2,3.7,265,1021035,80
33,3,3388,493,263,3.8,5.2,402655,354612,1.8,8.4,22.2,59.4,1,0.2,0.2,516.6,415.4,2,132,1119445,76
3,1,3167,348,163,1.4,1.4,91118,37133,2.8,13.6,38.4,56,1.6,5,8.2,112.2,191.4,2,157,1099906,83
0,0,195,42,23,0,0,10043,15587,0,0,0,0,0,0,0,4.4,3.8,1.4,1387,1753355,93
4,0,2176,371,139,0.6,0.8,655593,48384,0.8,1.4,1.4,0,4.41,23.65,24.65,61.92,116.23,1.8,571,1063064,91
7,2,1251,129,91,0.6,0.8,100872,17439,1,1,8.82,12.22,18.84,1.6,1.8,46.69,86.37,134,93,7,0
1,0,1295,124,122,0.2,0.2,2544,19444,0,0,0,0,0,0.2,0.2,15.57,33.93,2.7,635,1101223,94
4,1,720,104,58,3,10,428343,242223,0,0,0,0,41.8,7.8,13.2,155.4,226,3.8,3709,1807547,82
0,0,156,9,17,0.2,0.2,2056,2898,0,0,0,0,0,0,0,15.6,16.8,1,6472,1871632,98
4,2,1819,118,223,0.2,0.2,111430,579085,0,0,0,0,0,8.2,9,15.6,47.4,1.8,1520,1041522,89
10,1,3579,745,751,3,3,619936,638238,0,0,0,0,0,1.2,1.4,159.8,255.8,2.2,636,1059296,81
2,0,1962,118,103,1,1,42992,11098,0,0,0,0,0,0.4,0.4,80.8,108.2,3.2,1212,1723749,96
89,104,2799,177,127,1.8,1.6,251073,47060,0,0,0,0,0,3.99,5.59,104.39,165.87,2.8,3792,1767829,82
14,7,1443,221,109,1.79,5.57,716801,563258,0,0,0,0,98.61,4.37,6.16,117.1,313.72,2390,84,16,0
16,15,1984,157,90,1.4,3.41,57962,43602,0,0,0,0,0,0.6,2.4,132.67,249.3,2.3,1121,1084952,89
1,1,394,208,51,0.2,0.2,379080,332905,0,0,0,0,0,0,0,15.6,16.8,2.6,5746,1834560,97
3,1,650,83,43,2.2,2.2,317214,129335,0,0,0,0,0,1.6,1.6,200.8,168.6,1.6,5350,1840486,88
17,25,226,27,31,0.2,0.2,94831,27476,0,0,0,0,0,0,0,15.8,19,1,7369,1874573,97
14,1,1923,403,314,1.8,4,522927,132931,0,0,0,0,0.6,8.4,16.8,124.2,160.6,3.4,514,1698622,84
56,64,3893,332,238,1.4,1.6,536029,449132,12.42,65.13,283.97,524.45,0.8,62.73,114.83,118.64,362.53,3,150,1035609,66
17,26,247,23,35,0.2,0.2,89718,18693,0,0,0,0,0,0,0,15.6,16.8,1.2,7199,1874051,96
7,1,1030,100,37,4,4,112364,17402,0,0,0,0,0,5.6,7.2,259.4,313,2.2,8514,1834352,85
42,53,2608,235,148,1.4,0.6,108359,42599,0,0,0,0,0.6,1.2,1.2,84.4,157.2,1,615,1076654,89
5,4,675,46,36,0.2,0.2,4594,17850,0,0,0,0,0,0.6,2,21.2,22.8,4,614,970677,98
47,63,2769,338,192,1.59,0.99,850333,491906,0,0,0,0,0,4.37,8.35,103.58,175.35,4.2,3581,1031852,83
1,0,2678,165,134,0.2,0.2,7384,66002,0,0,0,0,0,8.2,10.6,16,25.8,2,1834,1112656,91
44,59,5763,262,205,0.4,0.4,152480,57054,1.6,2.4,13.2,25,0,9.8,12,37,155.6,1.5,142,1071472,84
3,0,1234,205,115,0.4,2.2,123824,135757,1.2,1.2,1.2,0,0,4.2,8.2,92.6,90.4,2.4,263,1536757,93
17,4,1910,131,91,1.8,2,113894,28026,0,0,0,0,0,0,0,108.6,147.8,1.4,7696,1871554,92
6,2,2948,224,203,3.19,3.59,428831,387601,23.55,122.75,216.17,350.1,1.6,71.66,119.16,165.67,339.12,2,115,1082453,70
0,0,266,19,43,0.2,0.2,4582,15903,0,0,0,0,0,0,0,15.4,16.8,1.2,7293,1875112,99
1,0,2263,91,84,0.2,0.2,100381,33249,1.8,2.4,2.4,0,0.4,1,1,15.4,23.2,1.2,161,1751042,94
0,0,3657,230,131,0.4,0.6,350733,241407,0,0,0,0,0,1,1,35.2,46.6,5.4,1594,1615850,92
7,1,1071,50,60,6.2,9.6,27162,193369,0,0,0,0,0,2.6,2.6,187,389,1.8,6829,1852869,85
1,0,382,57,51,0.2,0.2,8498,20401,0,0,0,0,0,0.4,0.4,20.2,16.8,3.6,1498,1717632,96
2,0,2727,167,149,0.8,1,748996,23904,2.4,2.6,2.6,0,0.6,0,0,50.2,69.6,2.8,257,1708933,92
1,1,235,19,25,0.2,0.2,7848,12733,0,0,0,0,0,0,0,15.63,16.83,1,7478,1873331,98
3,2,743,111,64,0.6,1.2,529504,300696,0,0,0,0,0,5.4,8.6,44.2,89.4,2.6,3672,1811698,91
0,0,2273,73,68,0.2,0.2,2262,8296,0,0,0,0,0,0,0,15.6,16.8,2,4115,1776888,89
1,1,1597,100,92,0.6,0.6,6122,38458,0,0,0,0,0,0,0,35.67,44.29,1,362,1752271,97
2,1,483,36,65,0.8,0.6,10690,12182,0,0,0,0,0,0,0,52.2,59.2,1.2,7716,1871514,95
4,1,572,74,30,2.6,2.6,273984,39153,0,0,0,0,0,2.4,4.4,227.6,294.4,2.4,11040,1872051,84
3,0,3089,254,282,0.8,0.6,708020,413212,0,0,4.6,17.4,0,44.8,89.4,42.6,70.8,2.4,473,1644789,84
35,50,2068,111,82,0.6,0.6,184724,37429,6.4,8.4,7.8,0,6.4,13,13.4,51.6,116.6,2.4,219,1085546,91
2,1,313,33,28,0.6,0.6,172272,26701,0,0,0,0,0,0,0,32.87,44.09,1.4,6748,1865980,95
3,2,6211,313,209,0.4,1.8,52583,211119,0.4,1.4,1,0,0.6,0.8,0.8,31.4,64.8,2,412,1013259,84
3,1,751,105,27,2.4,2,209142,62416,0,0,0,0,0,15.2,29.4,186.4,165.6,1.4,6152,1848914,87
23,4,3124,386,348,7.62,5.81,303675,195796,7.01,13.83,32.67,43.69,1.6,14.23,28.46,226.05,390.58,3,152,1045831,78
3,1,1039,237,123,1.2,1.6,493948,152437,0,0,0,0,0,9,17.4,96.8,116.8,1.2,3462,1741133,87
14,5,2150,332,247,2.6,0.8,432353,269208,23,59.4,134.8,268.8,0.8,19.6,31.4,133,353.6,395,81,19,0
11,1,3310,334,243,3.61,2,86931,55259,0.2,0.2,0.2,0,0,7.82,8.22,187.78,314.03,1,241,1059974,85
8,0,2505,197,113,2.4,2.4,282389,111390,1.4,1.4,1.4,0,4,1.8,2.2,81.6,174.4,4.4,190,1322947,93
5,0,1894,220,173,3.4,1,164014,22150,0.6,0.6,0.6,0,2.2,1,1.4,177,333,1,190,1026021,87
2,1,823,62,45,0.4,0.4,89883,10946,0,0,0,0,0,0.2,0.4,40.48,42.48,1.2,957,1746548,96
2,1,1962,109,81,0.6,0.4,362384,25518,0,0,0,0,0,0.8,1.6,50.4,75.4,1.4,1226,1058715,95
9,6,2956,229,131,2,2,1032179,232843,25.15,76.25,162.67,383.63,1.2,114.17,224.35,208.58,277.64,2,135,983981,70
10,1,1668,135,109,7.82,21.24,62480,37958,0,0,0,0,0.8,10.42,10.62,293.79,505.81,2.3,514,1084282,77
12,1,2687,132,162,1.6,2.2,101289,34127,0,0,0,0,1,2.6,2.6,134.4,183.6,1.5,452,1059963,89
2,1,534,110,50,1,0.4,450000,9302,0,0,0,0,0,0,0,52.4,72.4,1.6,6789,1840803,96
13,7,2844,180,160,1,0.4,27538,25232,0,0,0,0,0,5,12.4,74.8,96,2,2404,974149,90
2,0,2277,207,92,1.2,1.6,84870,52712,9.2,13.6,13.6,0,6.4,4.2,4.4,71.6,199.8,2,280,1056816,90
3,1,487,57,30,1.8,1.8,61441,17508,0,0,0,0,0,4,6.8,173.6,149.4,1.2,8318,1834110,91
3,1,860,141,69,0.8,0.8,146075,148050,0,0,0,0,0,0.2,0.2,45.2,59.4,4,828,1746520,95
3,0,2015,204,75,1,1.2,283228,16189,4.2,14.4,90,140,0,17.8,32.8,65.4,151.8,1.7,125,1064920,88
28,19,2613,325,161,7.2,5.4,70661,96586,0,0,0,0,0,3,3.4,317,600.4,1.5,994,1007877,78
2,0,1975,207,156,0.4,1.6,7621,71396,7.6,11.6,14,39.2,0,6.2,6.2,21.6,60.8,1.7,188,1064462,93
49,34,3932,302,148,9.16,20.52,706527,105716,17.93,78.49,103.98,238.25,2.39,29.88,32.47,456.57,964.34,3,170,1088679,63
2,1,4242,319,121,0.8,0.6,1392751,146008,0,0,0,0,0,2.8,2.8,58.6,397.2,2.8,2826,1407747,83
7,3,1360,115,99,2.4,3.4,80145,22427,0,0,0,0,0,2.4,3.4,128.8,161,1.8,495,1046338,91
2,1,254,22,17,0.4,1.6,92792,26468,0,0,0,0,0,0.2,0.2,20,24.8,2,3774,1821341,97
38,56,1193,88,85,0.2,0.2,6800,23963,0,0,0,0,0,0.6,0.6,16.2,49.2,2.6,765,1131310,93
2,1,5919,314,357,1.2,1.2,262742,668483,1.79,1.99,1.99,0,0.6,10.36,18.92,71.12,118.13,2,283,980139,76
35,50,2797,323,269,0.2,0.2,192178,238685,0,0,0,0,0,0.6,2.8,29.8,36.6,3,2121,1046506,85
2,1,205,11,24,0.4,2.6,7354,21644,0,0,0,0,0,0,0,37.6,27.6,1.2,7382,1875762,98
2,1,1804,90,94,0.4,1.8,31422,86746,0.8,0.8,0.8,0,0,1.8,1.8,34,46.8,4.6,2120,988291,96
64,66,2938,167,91,5.01,13.03,259358,47170,3.21,3.61,3.61,0,1.8,5.81,5.81,178.16,381.56,3.2,223,1087484,79
28,3,4965,359,201,7.6,8.2,516710,71332,1,7,10.6,35.2,1.4,5.6,9,416,703.8,5.4,364,1395704,74
58,73,4483,795,436,1.4,2.8,124437,16244,0.6,0.6,0.6,0,0.4,0.4,0.8,157.8,189.4,3.8,373,1536698,77
3,0,1960,164,105,0.6,0.8,186247,42768,7.19,26.55,49.3,92.22,1.2,45.71,48.9,51.5,113.77,3.8,136,1104960,86
0,0,200,31,21,0.2,0.2,21262,5539,0,0,0,0,0,0,0,15.6,17,1,6934,1845040,98
17,12,3647,405,211,0.4,0.6,143002,79976,6.8,21,56.4,108.2,0.2,10.4,21.8,49.6,106.6,3,151,999584,88
6,1,2214,308,213,3.61,5.01,918058,137988,5.01,9.22,18.44,58.92,0.4,27.05,52.51,158.12,321.84,1,281,1038023,81
49,64,2339,224,77,2.6,3,221330,25672,3.6,25.4,47,86.2,2.6,2.4,2.6,200.8,292.6,2.6,160,1107094,86
19,7,6892,355,202,2.2,8.8,172921,81519,0,0,0,0,0,1.8,3.4,202,205.6,4.2,943,1631170,74
48,1,3221,243,128,10.8,31,562196,29018,0.8,1,1,0,0,4.8,5.2,358.6,667.6,3.5,285,1089582,65
21,12,2619,442,199,1.2,1.2,546478,130566,6.4,21.2,37.4,41.2,4,6.4,10.4,96,244,4.8,218,1540139,87
11,16,136,10,19,0.2,0.2,426,14960,0,0,0,0,0,0,0,15.57,16.77,1,8504,1862603,98
4,0,943,132,122,2.4,0.8,64603,15178,0,0,0,0,0,0,0,126.6,176.4,2,7658,1879286,92
2,0,1508,389,229,0.4,0.6,635277,571460,0,0,0,0,4.41,2.81,2.81,49.3,117.84,413,91,9,0
2,0,1119,83,53,0.8,1.4,27734,18778,0.6,1.2,1.2,0,2.4,0.2,0.2,90.62,103.39,1.3,665,1064901,94
1,1,246,44,26,0.2,0.2,23591,9714,0,0,0,0,0,0.8,0.8,15.6,21.2,1.2,8312,1835272,97
1,0,3894,274,146,0.2,0.2,260849,109891,10.2,48.6,72,167.6,0,26.6,46.4,25,91,3,148,1029790,84
3,2,1721,202,219,2,2,44461,264825,0,0,0,0,0,1.8,1.8,139.6,170.8,2.2,757,1381216,88
26,13,6511,707,426,8.2,15.6,347219,141663,4.2,8.6,23.4,51.4,1.2,13.6,19,478,658.8,1.7,185,1092566,60
2,0,2037,159,120,0.4,0.4,133558,48781,0,0,0,0,0,2.4,3.81,34.47,61.12,3.8,432,1064513,93
1,0,1925,88,96,0.2,0.2,3715,12124,0,0,0,0,0,0.4,0.4,13,16.8,2,1414,1725048,97
16,24,195,12,17,0.4,1.2,1216,10442,0,0,0,0,0,0,0,34.6,35.4,1,7917,1880896,97
1,0,302,57,24,0.2,0.2,253775,4639,0,0,0,0,0,0,0,16.03,17.03,1.8,489,1745791,92
3,0,862,78,209,2,2.6,267700,63938,0,0,0,0,0,2.8,4.8,160.6,174.6,2.8,2242,1796314,80
6,2,1965,103,93,2.2,2.4,24422,25113,0,0,0,0,0,6.6,10.8,258.4,332.8,1,2197,1047750,87
2,1,2454,77,73,0.2,0.2,112866,26523,2.4,4.81,6.41,5.21,0.4,3.01,6.41,22.04,38.68,2.6,301,983820,92
7,2,2595,142,142,1.8,3.4,261645,135818,0,0,0,0,0,0.8,1.4,95.4,142,4.4,1476,1640208,91
1,0,914,71,56,0.2,0.2,1297,13687,0,0,0,0,0,0,0,20.04,29.66,3.3,1511,1026047,97
46,62,1299,155,138,2,1.4,56106,32993,0,0,0,0,0,4.2,6.2,109.2,191.4,1.5,2632,1017843,91
25,4,4644,230,177,1.2,2,243774,58431,6,28.6,74.4,206.4,0.4,62.4,86,92.6,448.6,9.8,305,1304165,83
26,3,3342,348,186,2.2,6.6,332149,186456,13.6,25.8,67,136.4,1.4,20,32,143.4,382,1.5,143,981362,78
8,6,1168,129,88,0.8,0.6,135994,31885,2,2,2,0,0.4,2,2,36.6,47.8,133,94,6,0
32,48,1404,116,87,0.2,0.2,15887,59172,10.16,19.32,24.9,20.12,2.99,5.98,6.77,18.92,32.27,3.7,154,1113450,90
13,21,1036,58,37,0.2,0.2,46946,7024,0,0,0,0,0,2.6,5.2,16.4,17,1,5663,1832568,96
7,1,1950,180,97,5.99,6.19,397379,148245,8.38,16.57,12.57,0,1,13.17,17.96,248.3,447.11,1.6,365,1005349,74
33,47,562,92,36,0.4,1.8,292680,26315,0,0,0,0,0.4,7.58,7.58,34.73,81.84,1,599,1034651,94
1,0,397,159,60,0.6,0.4,61210,20054,0,0,0,0,0,1.6,3.2,33.8,40.6,1.2,6170,1857019,97
1,0,311,58,35,0.2,0.2,1820,10295,0,0,0,0,0,4.4,4.8,15.8,26.8,1,1900,1771971,98
1,0,388,76,51,0.2,0.2,325605,240758,38.6,68,83.8,51.6,16,27.2,51.4,19.8,45.4,2.8,143,1716574,86
0,0,1945,140,120,0.2,0.2,55721,87368,7.2,10.2,10,0,0.8,1.2,2.2,15.4,17.8,1.2,317,1753784,92
2,0,2055,239,173,0.8,0.8,106521,135119,0.2,4.2,15.2,35,3.2,27.6,37,70.6,224,2.8,419,1380114,90
0,0,239,44,33,0.2,0.2,248037,108579,0,0,0,0,0,18.8,37.4,15.4,35,1,5759,1856667,95
7,1,1650,160,126,0.4,0.4,33712,61936,5,7.4,7.2,0,1.6,1.8,2.2,28.6,65.2,2,430,1013798,91
0,0,216,14,20,0.2,0.2,452,5432,0,0,0,0,0,0,0,15.2,16.8,1.4,974,1761416,91
23,18,2996,257,265,1.4,1.6,170904,76164,7.39,16.57,29.54,43.31,0.8,1.2,1.8,79.24,280.64,212,81,19,0
6,1,3959,659,573,3,1.4,569326,396615,1.4,2.6,2.4,0,2.2,3.4,4.8,180.8,303.8,2,427,1125595,79
4,1,7225,252,310,1.4,1.4,164847,565690,1,1.2,1.2,0,0.8,7.6,10,64.2,116.2,2.3,299,1004424,77
5,1,2433,194,142,1.4,1.4,346692,122775,0,0,0,0,0,2.4,4,111.4,167,1.5,875,1055194,81
26,39,219,15,17,0.2,0.2,15074,10163,0,0,0,0,0,0,0,15.4,20.8,1,6879,1826264,97
32,47,2093,164,129,1.2,3.8,94847,16603,0,0,0,0,0.6,0.4,0.4,84.6,132.2,1.4,440,1104264,89
5,0,2846,512,341,4.8,2,330346,186516,0,0,0,0,0,9.8,10.2,258.6,398.4,6.8,3606,1596098,80
20,9,5998,660,226,2.2,4.79,194430,88620,0,0,0,0,0,5.39,8.38,174.85,256.29,2.2,1115,1018756,77
3,1,802,52,65,1.2,3.2,56074,212985,0.6,4.2,0.8,0,0.8,0.2,0.4,66.4,94.8,1.2,6933,1852528,92
2,1,823,27,26,0.2,0.2,18803,20002,0,0,0,0,0,0.8,1.4,15.6,16.8,1,4624,1828408,98
2,1,457,39,27,0.4,0.4,7987,5076,0,0,0,0,0.8,0.8,6,37.4,42,2.2,1354,1713314,95
6,4,2763,249,112,1.6,3.2,132672,25607,0.4,0.4,0.4,0,0,2.2,2.2,116.2,159.6,1,320,1123400,86
47,55,891,72,57,2,4.59,161768,38142,0.2,0.2,0.2,0,0.4,6.19,6.79,133.53,211.18,1,309,1068905,90
15,9,5763,322,275,4.2,3.4,225329,158009,0,0,0,0,0,0.6,0.6,266.2,356.8,6.2,1164,1614413,78
46,56,3635,367,264,4.98,2.39,229971,82665,0,0,0,0,0,0.8,0.8,259.36,392.43,3,873,1046947,79
0,0,201,26,25,0.2,0.2,587,8785,0,0,0,0,0,0.2,0.4,15.6,17.2,1,1308,1745672,97
53,75,1345,98,108,0.4,0.4,16472,65359,0,0,0,0,0,1.8,2.2,33.8,71.8,4.4,1432,1044718,91
14,0,1654,95,62,2,2.4,189881,134834,5.4,14,65.4,115.8,1,22.8,24,140,296.2,6.4,168,1593582,86
39,52,2527,138,89,0.8,3.4,265344,41496,3.8,5,5,0,2.2,26.2,37.6,63.4,104.8,1.3,677,1057779,90
1,1,465,22,28,0.2,0.2,11366,12964,0,0,0,0,0,0,0,15.4,16.8,1.2,6848,1877352,98
11,0,2995,400,336,8,3.8,269385,80555,0.8,0.8,0.8,0,0,0,0,379.4,557.8,4.6,242,1722416,77
11,8,3549,168,140,0.4,0.4,13296,40833,0,0,0,0,0,3.4,3.6,42.4,102.8,1.2,1524,971326,92
6,0,3018,417,241,2,2.59,1224535,193082,0,0,0,0,0,15.17,23.35,108.38,196.81,1.3,406,1071511,83
95,111,1137,136,93,1,0.8,70872,33897,0,0,0,0,0,8.2,8.2,62.2,111.6,2,859,998858,92
77,90,4219,652,595,1.39,1.39,96821,46895,3.17,16.47,36.31,82.94,0.79,11.51,13.69,102.78,224.6,134,85,15,0
1,0,346,61,23,0.2,0.2,382940,19927,0,0,0,0,0,0,0,17.2,18.8,1.8,8016,1862216,97
2,1,261,40,26,0.2,0.2,197151,24724,0,0,0,0,0,0,0,16.2,18.2,1.2,7110,1873368,98
3,1,1490,147,111,1.4,4,29410,32328,0,0,0,0,0,1.2,1.4,72.8,84,1.8,1147,1124344,91
55,59,5513,327,213,0.4,0.4,122053,99901,7.39,23.35,30.74,48.9,6.79,46.11,60.88,33.13,208.18,1.2,228,981948,80
52,36,3084,203,389,2.8,2.8,94519,116569,0,0,0,0,0,0,0,150.2,200.4,2.4,1632,1641173,89
1,0,1948,124,113,0.6,1.2,63813,74699,0,0,0,0,0.2,3.19,5.99,45.51,80.84,1,464,1117097,87
1,0,2711,144,118,1.4,1.6,161993,56924,3.61,14.23,20.84,35.07,4.81,5.41,5.81,102.81,170.74,2.6,152,1087596,89
6,2,2285,177,191,4,3.2,84430,214977,0,0,0,0,0,9.8,11.2,204,357.8,2.8,717,1016555,80
14,13,1510,168,97,0.2,0.2,25438,26958,0,0,0,0,0,2.4,4.99,19.56,16.77,1,1088,1080695,95
1,1,192,12,33,0.2,0.2,8571,12015,0,0,0,0,0,0,0,15.4,16.8,1,7293,1875112,98
2,0,801,68,47,0.6,2.2,171773,20095,0,0,0,0,0,9.8,10.2,56.4,135.6,2.5,3020,1012598,94
0,0,2352,82,73,0.2,0.2,3146,8482,0,0,0,0,0,0.6,1,15.6,17.4,1,608,1731416,93
1,0,3440,144,156,0.2,0.2,92394,37398,0.6,0.6,0.6,0,0.4,0,0,21.6,21.2,2.6,147,1707931,93
0,0,1703,158,127,0.2,0.2,5095,24264,0.8,8.4,11.8,11,0.6,14.8,14.8,15.4,118.6,1.6,166,1099232,90
17,25,1405,83,142,0.6,0.6,12122,157021,1.8,1.8,2.4,2.2,0,1.2,1.2,35.47,48.5,1.2,144,1746180,94
7,2,2862,278,150,5.61,4.81,253841,114278,0,0,0,0,1.2,11.82,12.22,282.57,455.91,2.4,1934,1007500,79
55,61,3395,568,152,2.2,3.4,249412,37226,0,0,0,0,0.2,8,15.6,153.8,278.2,2.6,1223,1536299,80
20,25,419,36,32,2.2,2.2,63830,39248,0,0,0,0,0,1.2,1.6,186.43,174.25,1,8249,1866379,88
4,0,2197,138,131,1.4,2.2,112116,79948,0,0,0,0,0,8.82,10.42,73.75,160.32,1,712,1061429,89
1,0,1505,73,77,0.2,0.2,10196,28193,0,0,0,0,0.6,0.2,0.4,16.37,24.55,1.5,1065,1053132,96
17,7,3510,375,310,4.19,1.8,175138,78646,0,0,0,0,0,2.2,3.39,226.95,443.11,1.8,781,968909,78
1,0,2514,120,99,0.8,1.2,276080,32472,0.4,0.6,0.6,0,2.8,0.2,0.2,23.8,36.2,1.6,205,1749656,94
7,0,2635,588,572,0.6,2.2,647485,572968,10.18,33.33,63.07,79.44,3.19,21.36,86.43,50.3,75.85,1,169,1047085,80
65,6,2532,166,125,0.6,0.8,38998,80415,6.19,20.16,27.35,36.13,1,21.36,22.75,61.88,183.83,1,342,1036602,81
1,0,801,67,72,0.2,0.2,4584,19779,1.6,1.6,1.6,0,0.2,1.2,1.2,15.6,22.4,1,314,1016016,97
28,39,157,14,15,0.2,0.2,8738,8548,0,0,0,0,0,0,0,20.16,16.77,1,1882,1768184,96
8,5,1361,117,81,0.4,1.8,32845,44283,4.59,7.19,6.79,3.59,1.6,0.2,1.6,33.53,108.98,1.5,183,967026,92
17,6,5966,274,171,2.59,6.79,27941,42226,5.19,6.99,12.57,9.58,2.99,9.58,9.58,180.64,255.89,4.6,154,1311112,76
